,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,sub_area,area_m,raion_popul,healthcare_centers_raion,university_top_20_raion,shopping_centers_raion,nuclear_reactor_raion,full_all,work_all,kremlin_km,big_road1_km,railroad_km,zd_vokzaly_avto_km,metro_km_walk,radiation_km,price_doc
46,2014-06-16,42,42.0,8.0,9.0,1.0,1975.0,2.0,5.0,2.0,Staroe Krjukovo,4389199.094,28537,0,0,0,no,32071,16577,37.02064106,3.464159312,0.911005147,40.27859391,21.07566952,21.47624955,990000
47,2015-02-27,100,95.0,5.0,15.0,4.0,2012.0,3.0,11.0,1.0,Birjulevo Vostochnoe,14795571.25,145088,2,0,3,no,1716730,93008,16.01212057,3.093916449,0.6175391920000001,17.02183161,2.643513444,0.38688054,7800000
48,2014-10-01,30,12.0,1.0,5.0,5.0,1963.0,1.0,8.0,3.0,Akademicheskoe,5704502.19,106445,4,0,1,yes,1362363,68518,6.581383336,0.631579169,1.470630898,7.531156405,1.770165346,0.193249672,6700000
49,2015-03-03,97,57.0,9.0,9.0,1.0,2016.0,3.0,10.0,1.0,Levoberezhnoe,6424173.859,51455,0,0,7,no,96959,31832,15.48281443,0.148502429,2.032712046,13.60531934,0.805101176,0.787067347,15404915
50,2013-07-09,59,43.0,2.0,9.0,1.0,1974.0,3.0,5.0,2.0,Bibirevo,6407578.1,155572,1,0,16,no,86206,98207,15.45997346,1.076830241,1.380863629,14.32877163,1.620597324,1.439379217,2000000
51,2013-12-19,33,20.0,5.0,5.0,1.0,1964.0,1.0,5.0,2.0,Zjuzino,5391434.257,123000,0,2,2,no,76670,78835,10.853899,1.568890459,1.7229268480000002,11.247852900000002,0.397502588,0.48225383,5000000
52,2014-12-21,79,44.0,9.0,12.0,1.0,2003.0,3.0,12.0,3.0,Veshnjaki,10518366.87,118945,2,0,4,no,104410,74032,11.71546168,2.195732456,0.4201531570000001,11.99830303,1.679262303,1.66267043,13200000
53,2014-04-02,62,37.0,12.0,14.0,1.0,1989.0,3.0,8.0,3.0,Kon'kovo,7811375.4339999985,153248,3,0,11,no,123000,100062,12.48919947,2.44264956,5.620276402999999,13.12423446,0.67478882,1.350867279,11800000
54,2013-12-24,51,33.0,2.0,9.0,1.0,1972.0,3.0,5.0,3.0,Veshnjaki,10518366.87,118945,2,0,4,no,104410,74032,12.37026024,1.369219149,0.5350434270000001,13.67597494,1.722887939,1.638623714,7200000
55,2014-03-07,32,20.0,4.0,5.0,1.0,1960.0,1.0,5.0,3.0,Presnenskoe,11638050.15,123280,2,1,5,no,57999,75357,2.824821193,1.690606769,0.6057388020000001,1.411919521,0.968169711,1.318477852,7476000
56,2014-11-22,50,30.0,3.0,17.0,1.0,1996.0,2.0,8.0,2.0,Brateevo,7587523.226,102590,0,0,5,no,85721,69792,15.80609903,1.97863776,3.0776761230000003,17.50493068,0.445263529,1.5601412069999998,8300000
57,2014-07-31,65,46.0,11.0,16.0,5.0,1977.0,3.0,7.0,2.0,Birjulevo Vostochnoe,14795571.25,145088,2,0,3,no,1716730,93008,17.92692374,1.76008742,0.137723616,18.13899271,4.245586762,2.264610676,7900000
58,2014-07-15,41,19.0,8.0,14.0,1.0,2006.0,1.0,8.0,3.0,Kosino-Uhtomskoe,14883622.34,72131,1,0,0,no,102828,49242,16.92388984,2.396944807,2.061416141,22.49674797,0.910326767,1.178333836,6420000
59,2014-04-09,37,19.0,6.0,14.0,1.0,1970.0,1.0,9.0,3.0,Vyhino-Zhulebino,15094874.77,219609,3,0,8,no,1318695,140182,13.20119571,0.458781963,2.677001767,13.78440081,3.570244283,1.75162773,5600000
60,2014-11-20,39,23.0,11.0,12.0,5.0,1966.0,2.0,6.0,2.0,Savelki,7759253.984,32071,3,0,2,no,37807,19960,36.02163098,1.426249039,2.670176953,35.66599956,23.76585571,20.21279293,5555000
61,2013-11-21,45,29.0,3.0,5.0,1.0,1968.0,2.0,5.0,3.0,Vyhino-Zhulebino,15094874.77,219609,3,0,8,no,1318695,140182,13.856562300000002,0.34999399299999995,1.39462223,14.65687517,2.549322219,1.830756504,5950000
62,2014-09-30,58,34.0,15.0,17.0,1.0,1986.0,2.0,10.0,3.0,Kon'kovo,7811375.4339999985,153248,3,0,11,no,123000,100062,14.51990815,2.472595915,6.600016322999999,15.37121149,0.8184963740000001,0.559756536,12500000
63,2014-04-28,36,20.0,5.0,9.0,1.0,1978.0,1.0,6.0,2.0,Bibirevo,6407578.1,155572,1,0,16,no,86206,98207,15.24700606,0.924834514,0.584699802,14.86391284,1.528455491,2.3008826630000003,4800000
64,2014-10-27,28,1.0,11.0,17.0,1.0,2014.0,1.0,1.0,1.0,Poselenie Filimonkovskoe,35747947.91,2546,0,0,0,no,2942,1633,28.73814133,4.544916838,6.672811964,38.5338708,13.31457522,14.20739023,2170303
65,2013-08-22,30,18.0,7.0,9.0,2.0,1969.0,1.0,5.0,2.0,Dmitrovskoe,7126815.285,87713,1,0,5,yes,100846,61600,15.79533722,0.12575845900000002,1.067247969,12.14557494,3.0050035760000005,2.706874147,4650000
66,2015-01-30,84,48.0,6.0,6.0,1.0,1997.0,3.0,8.0,3.0,Novokosino,3707575.212,103746,1,0,4,no,94561,73158,14.9429469,1.144522255,2.214968578,19.41197935,2.279069831,2.95834408,11000000
67,2014-04-08,38,1.0,6.0,17.0,1.0,2016.0,1.0,1.0,1.0,Nekrasovka,11391678.48,19940,0,0,0,no,247469,13331,19.9766576,3.216811715,2.822450032,25.28427444,0.34931707700000003,3.631364402,4400000
68,2014-04-17,41,20.0,10.0,14.0,1.0,1996.0,1.0,8.0,3.0,Mar'ino,11754772.16,247469,5,0,15,no,165727,161290,14.16100853,3.366828351,2.792026223,16.00468206,1.65043982,2.010892121,6600000
69,2014-11-19,34,19.0,2.0,12.0,5.0,1969.0,1.0,9.0,3.0,Tekstil'shhiki,4808269.831,101708,1,0,0,no,101982,63388,7.872208777999999,0.801866766,0.542141846,8.985385867,1.130350871,0.440909491,6100000
70,2014-08-12,45,28.0,7.0,12.0,5.0,1967.0,2.0,5.0,3.0,Perovo,9946335.108,139322,3,0,2,no,36154,91795,10.5514103,1.259812042,1.540845262,10.49115189,0.413316406,0.486576618,8000000
71,2013-12-24,51,51.0,4.0,17.0,1.0,0.0,2.0,0.0,1.0,Poselenie Vnukovskoe,25536296.81,4001,0,0,1,no,17790,2566,22.2224338,2.959485178,1.686871253,26.0543435,2.0771153140000003,9.417805549,5298784
72,2014-09-23,53,28.0,10.0,16.0,1.0,1968.0,3.0,6.0,3.0,Gagarinskoe,5540725.595,76670,0,0,4,no,106445,46884,4.990595199,0.139097085,0.100439733,5.265373194,0.105390045,1.248952076,13600000
73,2014-11-01,76,43.0,5.0,22.0,1.0,2008.0,3.0,10.0,2.0,Kon'kovo,7811375.4339999985,153248,3,0,11,no,123000,100062,11.78095167,1.299901521,5.483941175,12.86431338,1.234591838,0.765006036,15650000
74,2014-04-11,74,45.0,10.0,17.0,4.0,1990.0,3.0,10.0,3.0,Severnoe Butovo,8889466.752,90114,2,0,8,no,78616,65270,20.09514688,1.077706673,1.304557669,20.72189173,0.33381635,2.541220037,11400000
75,2013-11-07,76,44.0,16.0,17.0,1.0,2004.0,3.0,12.0,3.0,Caricyno,8287309.438999998,125354,3,0,2,no,145576,84387,13.89391246,2.157734021,1.038536048,14.15318367,2.356659911,0.933182432,12300000
76,2014-02-28,48,28.0,7.0,9.0,1.0,1974.0,2.0,5.0,2.0,Orehovo-Borisovo Severnoe,7462269.562999999,129207,0,0,4,no,77878,83861,15.577948,3.0371627460000004,1.617820312,16.65012439,1.151523179,1.822596327,6300000
77,2014-10-09,74,74.0,24.0,24.0,4.0,2015.0,3.0,10.0,1.0,Nagornoe,5293464.965,77878,3,0,2,no,115352,49882,8.672832386,0.869126693,0.786976372,8.463596028,0.41862442,1.508230907,15073921
78,2013-11-13,45,24.0,14.0,16.0,2.0,1974.0,2.0,7.0,3.0,Golovinskoe,8841267.454,100846,2,0,5,yes,94564,63495,13.50986246,2.075671406,0.450763475,10.63411751,2.872505621,2.9628990460000004,3200000
79,2014-08-20,50,34.0,1.0,9.0,1.0,1978.0,3.0,5.0,3.0,Jasenevo,24813850.39,174831,1,0,7,no,178264,105171,15.31666017,2.859894398,5.5447050429999996,17.01814734,1.319577568,2.128025833,7650000
80,2014-12-10,81,81.0,5.0,10.0,6.0,2015.0,3.0,13.0,1.0,Poselenie Sosenskoe,66772450.69,9553,0,0,0,no,13890,6127,22.56765524,1.4440976630000002,3.852319982,24.61318839,5.801570545,5.368975411,9297498
81,2014-10-20,37,0.0,9.0,19.0,1.0,2015.0,1.0,0.0,3.0,Poselenie Shherbinka,7878765.472999998,32241,0,0,1,no,39873,20445,28.15157234,1.921730588,1.133269037,29.50249497,7.468866947,9.849306808,3572565
82,2014-06-20,39,19.0,13.0,17.0,1.0,1987.0,1.0,8.0,2.0,Chertanovo Severnoe,6206098.885,111874,0,0,11,no,125354,73503,13.54283834,0.240305952,0.974532481,12.97116476,0.902038825,1.87976097,7400000
83,2014-05-21,32,32.0,5.0,5.0,1.0,1969.0,1.0,5.0,3.0,Kon'kovo,7811375.4339999985,153248,3,0,11,no,123000,100062,11.91499905,3.255760374,4.420568053999999,14.10556357,2.438498911,1.871617697,5700000
84,2015-02-19,112,112.0,3.0,3.0,1.0,2015.0,3.0,112.0,3.0,Zapadnoe Degunino,7632939.805,78810,0,0,5,no,87713,51138,15.86904434,0.57643715,0.064325275,14.77844235,2.162658516,0.71814572,10500000
85,2014-10-03,69,44.0,3.0,5.0,1.0,1977.0,3.0,8.0,2.0,Poselenie Pervomajskoe,118663840.1,7538,0,0,0,no,5740,4880,36.87394543,2.279316647,5.275953194,46.45428279,26.83412648,22.9960776,5450000
86,2014-10-08,46,31.0,4.0,5.0,1.0,1964.0,2.0,5.0,2.0,Perovo,9946335.108,139322,3,0,2,no,36154,91795,11.20382384,1.408963102,1.401445395,11.29393046,0.922431015,0.255387759,6000000
87,2014-06-20,44,28.0,7.0,9.0,1.0,1971.0,2.0,5.0,3.0,Veshnjaki,10518366.87,118945,2,0,4,no,104410,74032,13.21662475,0.7805594640000001,0.520193351,14.05446297,0.76832383,1.752735691,7150000
88,2014-05-21,34,34.0,1.0,12.0,1.0,2013.0,1.0,10.0,1.0,Poselenie Novofedorovskoe,148701635.4,6161,0,0,0,no,8384,3989,51.34968656,2.188277656,0.663572361,59.27386292,44.55382958,38.11428647,1732252
89,2013-12-26,54,32.0,17.0,17.0,1.0,2004.0,2.0,9.0,3.0,Taganskoe,8087656.379,116742,3,1,19,no,123280,71253,3.877841195,0.857976768,0.306024794,2.985265944,0.64996347,1.670891526,12350000
90,2014-12-08,74,45.0,3.0,16.0,1.0,1981.0,3.0,10.0,2.0,Horoshevo-Mnevniki,18036436.51,166803,2,0,3,no,155427,100601,9.889078194,1.227962857,2.175893423,9.457009679,2.023669365,0.775665727,12400000
91,2014-10-27,37,17.0,2.0,12.0,1.0,2003.0,1.0,8.0,3.0,Ajeroport,4662813.069,73007,0,1,3,no,1100773,44166,8.417278836,0.276064719,0.821742238,6.314308939,0.438987781,4.25148248,1000000
92,2014-09-19,32,17.0,2.0,15.0,1.0,1977.0,1.0,6.0,2.0,Kotlovka,3998216.265,64317,0,0,3,no,153248,41476,8.844721565,2.169365671,2.011976971,10.62596916,1.626415936,2.089359544,6200000
93,2013-10-22,32,21.0,1.0,5.0,5.0,1962.0,1.0,5.0,2.0,Zapadnoe Degunino,7632939.805,78810,0,0,5,no,87713,51138,14.93187512,1.449609676,0.747893945,11.39536658,2.313345644,2.068513081,4590000
94,2013-12-12,45,28.0,3.0,9.0,1.0,1970.0,2.0,5.0,2.0,Veshnjaki,10518366.87,118945,2,0,4,no,104410,74032,13.4235459,0.524816528,0.854806724,14.34038663,1.468532649,2.102256353,6300000
95,2015-04-28,54,29.0,2.0,20.0,4.0,2008.0,2.0,10.0,3.0,Dmitrovskoe,7126815.285,87713,1,0,5,yes,100846,61600,15.19378941,1.167314205,0.820849012,11.85523766,2.773216723,2.156392153,6100000
96,2014-07-23,39,17.0,12.0,14.0,1.0,2008.0,1.0,8.0,3.0,Juzhnoe Butovo,26155137.04,178264,1,0,4,no,102618,121369,22.13600162,1.007525742,0.387802435,23.67333155,1.930869309,4.050212795,5800000
97,2014-05-06,57,31.0,11.0,17.0,1.0,1984.0,2.0,10.0,3.0,Krylatskoe,12164477.11,78507,2,0,6,no,67710,48620,12.78855211,1.141442397,3.032800175,14.60700716,0.543019638,1.849840269,13800000
98,2014-03-07,38,19.0,13.0,14.0,5.0,1972.0,1.0,9.0,3.0,Beskudnikovskoe,3292112.223,73148,1,0,2,no,41504,44449,11.68456693,0.160160057,0.523778778,8.402121256000001,0.454178398,1.00692951,4360000
99,2014-07-01,38,18.0,7.0,16.0,1.0,2007.0,1.0,8.0,2.0,Kosino-Uhtomskoe,14883622.34,72131,1,0,0,no,102828,49242,17.26200639,2.349779648,1.974030692,22.56991896,1.041876825,1.182085108,5615000
100,2014-10-21,84,84.0,3.0,17.0,1.0,1.0,3.0,1.0,3.0,Zapadnoe Degunino,7632939.805,78810,0,0,5,no,87713,51138,15.86904434,0.57643715,0.064325275,14.77844235,2.162658516,0.71814572,8403938
101,2015-05-18,72,43.0,10.0,10.0,1.0,2007.0,3.0,9.0,2.0,Matushkino,4708040.47,38075,0,0,0,no,85219,22413,37.409216,1.496316589,1.834523594,37.0384072,24.01915763,21.62890963,9600000
102,2013-09-17,79,55.0,4.0,9.0,2.0,1957.0,3.0,7.0,3.0,Gagarinskoe,5540725.595,76670,0,0,4,no,106445,46884,7.762385741,0.486422506,2.204609811,8.728277122,0.650195106,1.532891711,19000000
103,2014-09-23,42,18.0,11.0,24.0,1.0,2007.0,1.0,10.0,3.0,Kosino-Uhtomskoe,14883622.34,72131,1,0,0,no,102828,49242,17.57703742,3.552167857,3.213086729,22.67907372,1.7133601269999998,2.333255992,1000000
104,2014-12-03,38,19.0,4.0,17.0,1.0,2006.0,1.0,7.0,3.0,Kosino-Uhtomskoe,14883622.34,72131,1,0,0,no,102828,49242,17.32977207,3.470897028,3.2773745780000003,23.1030776,2.137364003,2.396176306,6150000
105,2013-11-27,45,30.0,8.0,9.0,5.0,1966.0,2.0,6.0,2.0,Nagatinskij Zaton,9589336.912,115352,1,0,3,no,76284,70194,8.063625397000001,2.482610744,0.8663220090000001,9.510778181000001,1.4982526980000002,2.993322267,7820000
106,2014-09-10,64,45.0,8.0,12.0,1.0,1980.0,3.0,6.0,1.0,Mar'ino,11754772.16,247469,5,0,15,no,165727,161290,12.05644827,5.74648891,0.248167303,16.101177800000002,3.024341405,0.6874874470000001,7900000
107,2015-01-30,46,28.0,4.0,12.0,1.0,1972.0,2.0,6.0,3.0,Chertanovo Juzhnoe,9282438.657,143661,3,0,9,no,112221,93309,16.47077629,0.961194193,0.406943935,16.30562541,2.129673018,2.329249057,7300000
108,2014-11-20,31,20.0,1.0,5.0,1.0,1962.0,1.0,5.0,2.0,Alekseevskoe,5234028.171,78418,2,0,0,no,1359171,52919,7.039748497000001,0.8664035990000001,0.620180509,3.602831568,1.308814202,0.83364947,5500000
109,2014-02-27,82,49.0,2.0,12.0,1.0,1982.0,3.0,8.0,3.0,Bibirevo,6407578.1,155572,1,0,16,no,86206,98207,14.33317231,2.100236498,0.467750934,14.31050251,0.25434029,1.514328417,11700000
110,2014-05-29,80,58.0,2.0,7.0,2.0,1957.0,4.0,7.0,3.0,Butyrskoe,5027634.0030000005,68630,1,0,5,no,155572,43045,6.623441647999999,1.142755796,0.580110221,3.851232277,0.4318005070000001,3.4345916260000005,13500000
111,2014-12-04,80,45.0,10.0,17.0,1.0,2011.0,3.0,12.0,3.0,Nekrasovka,11391678.48,19940,0,0,0,no,247469,13331,19.28384216,2.718710229,2.250762748,25.88598829,0.8779505129999999,2.914627373,1999000
112,2014-05-23,146,146.0,5.0,10.0,4.0,2014.0,3.0,7.0,1.0,Hamovniki,10071560.22,102726,5,1,5,no,75377,61102,3.011067223,1.498687638,1.303138195,4.0592649760000015,0.764994043,0.339591861,51650004
113,2014-12-10,42,28.0,2.0,4.0,2.0,1957.0,2.0,4.0,3.0,Gagarinskoe,5540725.595,76670,0,0,4,no,106445,46884,5.173258961,0.129026075,0.4601822,6.111191588,1.143800602,0.8987598240000001,8450000
114,2014-12-13,45,28.0,3.0,12.0,1.0,1980.0,2.0,6.0,2.0,Babushkinskoe,4934147.2239999985,86206,1,0,3,no,55125,52560,13.24343721,1.829884845,1.3109698909999998,9.702927094,0.511159398,1.368921364,9800000
